"WDS";"Discov";"Comp";"Firs";"Last";"Obs";"P1";"P2";"Sep.01";"Sep.02";"Mag1";"Mag2";"Spectr";"M1RA";"M1DE";"M2RA";"M2DE";"DurNum";"Not";"Coord2000ArcSec";"Mag1Num";"Mag2Num"
"15107-4344";"CPO 415";"AB";1901;2016;18;21;20;50.1;49.7;"7.07";"7.66";"G5V";"11";"-99";"10";"-104";"-43 9677";"NZ V";"151041.61-434347.5";7.07;7.66
"15116-4517";"DUN 178";"AC";1826;2016;24;291;256;40.3;30.6;"6.53";"7.31";"K0III";"-15";"15";"36";"-48";"-44 9921";"L";"151134.82-451639.0";6.53;7.31
"15120+3840";"STF1921";"";1797;2015;47;270;282;29;31;"8.56";"8.74";"A2";"21";"-9";"19";"-9";"+39 2845";"N";"151200.00+384012.4";8.56;8.74
"15123-5206";"DUN 176";"";1826;2016;22;249;249;68.8;71.6;"3.50";"6.74";"K0III+F8V";"-113";"-71";"-113";"-69";"-51 8830";"N";"151217.10-520557.3";3.5;6.74
"15124+5256";"ARY  52";"";1904;2014;17;331;331;144.3;149.1;"7.75";"8.51";"K0";"16";"21";"-5";"43";"+53 1771";"U";"151226.18+525548.3";7.75;8.51
"15145-1826";"SHJ 195";"";1835;2015;38;142;140;48.4;46.9;"6.79";"8.32";"F3IV/V";"-105";"-22";"-107";"-18";"-17 4283";"N W";"151428.13-182542.7";6.79;8.32
"15155+3319";"STFA 27";"AB";1780;2015;115;84;78;135;106.3;"3.56";"7.89";"G8IIICN-1";"85";"-112";"82";"-110";"+33 2561";"NO V";"151530.16+331853.4";3.56;7.89
"15158+5056";"STTA137";"";1876;2011;33;107;102;75.8;67.3;"6.56";"8.94";"G5";"25";"-46";"-24";"12";"+51 1990";"NL";"151550.71+505618.4";6.56;8.94
"15201+6023";"STTA138";"AB";1876;2012;22;199;195;150.5;152.1;"7.64";"7.76";"F0";"-36";"44";"16";"18";"+60 1606";"Y";"152005.12+602248.7";7.64;7.76
"15245+3723";"STFA 28";"AB";1780;2016;146;170;171;128;109;"4.33";"7.09";"F2IVa+G0V";"-147";"80";"-154";"92";"";"NZ V";"152429.54+372237.1";4.33;7.09
"15249+5858";"BUP 162";"";1879;2012;16;50;50;254.7;253.8;"3.42";"8.87";"K2III";"-8";"16";"-1";"-5";"+59 1654";"NU";"152455.77+585757.8";3.42;8.87
"15251-3810";"SKF2021";"AB,C";1913;2010;12;71;70;120.7;120.5;"7.06";"8.45";"A1/2V+F3V";"-21";"-24";"-20";"-23";"";"V";"152506.45-381009.0";7.06;8.45
"15282-0921";"SHJ 202";"AB";1781;2015;45;130;132;44.2;52.1;"6.95";"7.61";"K1V+K2";"82";"-368";"82";"-356";"-08 3981";"NV";"152809.61-092053.1";6.95;7.61
"15292+8027";"STF1972";"AB";1782;2016;96;87;81;26.4;31.8;"6.64";"7.30";"G0IV-V";"-225";"108";"-217";"106";"+80  480";"NZ V";"152911.19+802655.0";6.64;7.3
"15307-5246";"RSS  27";"AB";1892;1999;13;90;87;47.7;51;"8.42";"8.71";"G5III";"-37";"-26";"1";"-4";"-52 8425";"N";"153041.83-524616.5";8.42;8.71
"15325+0835";"STTA140";"AB";1874;2014;19;180;180;111.9;113.7;"8.30";"8.74";"F8";"-16";"30";"-16";"7";"+09 3062";"N";"153227.48+083437.3";8.3;8.74
"15330-0111";"SHY 678";"";1991;1999;3;103;103;999.9;999.9;"5.62";"8.61";"K0III+G2V";"-17";"-43";"-16";"-43";"-05 4100";"NV";"153257.95-011110.7";5.62;8.61
"15331-5812";"DUN 186";"";1837;2010;17;294;295;39.3;39.4;"8.73";"8.82";"F3IV";"-44";"-61";"-41";"-58";"-57 7081";"NZ";"153309.31-581155.4";8.73;8.82
"15346+4454";"HJ 2788";"";1830;2012;22;308;302;70;47.1;"8.50";"8.58";"K0";"-9";"25";"63";"-47";"+45 2305";"NL Y";"153438.44+445425.6";8.5;8.58
"15360+3948";"STT 298";"AB,C";1867;2013;42;328;328;122.3;121.6;"6.90";"7.75";"K2V+K0";"-483";"28";"-448";"51";"";"NZ V";"153602.22+394808.9";6.9;7.75
"15383+2431";"ARY  11";"";1895;2012;15;326;327;151.4;151;"7.03";"8.83";"M5III";"-12";"-17";"9";"-22";"+24 2901";"";"153816.63+243118.7";7.03;8.83
"15389+5728";"STTA141";"AC";1883;2011;21;335;335;235.2;234;"7.55";"7.98";"M3";"-18";"-12";"11";"-4";"+57 1598";"NY";"153854.57+572742.4";7.55;7.98
"15438-3928";"SKF2047";"AC";1903;2010;12;132;132;114.4;114.3;"7.60";"8.8";"A2V+F7V";"-22";"-31";"-22";"-32";"-3910118";"";"154349.89-392740.8";7.6;8.8
"15453-5841";"DUN 191";"AB,C";1836;2016;18;297;296;34.2;32.6;"7.75";"8.09";"A3/5V";"9";"0";"9";"1";"-58 6250";"NZ";"154516.22-584113.7";7.75;8.09
"15462+1525";"SHY 281";"AD";1991;2015;5;255;255;999.9;999.9;"3.65";"8.23";"A3V+G0";"65";"-39";"71";"-52";"";"NV";"154611.21+152518.9";3.65;8.23
"15462-2804";"HJ 4803";"AC";1834;2016;25;215;213;40;50.5;"7.58";"8.97";"F2IV";"-63";"-22";"-57";"-18";"-2710549";"N";"154612.89-280341.1";7.58;8.97
"15464+3627";"STF1973";"";1823;2015;39;324;320;31.5;30.8;"7.60";"8.79";"F5";"-103";"56";"-104";"57";"+36 2645";"NZWV";"154624.50+362645.6";7.6;8.79
"15471-3531";"DUN 192";"AB,C";1826;2010;27;130;143;35;34.6;"6.91";"7.26";"B9.5V";"-22";"-24";"-19";"-25";"-3510504";"Z";"154704.47-353037.0";6.91;7.26
"15590+1820";"SHY 691";"";1991;2001;4;343;343;999.9;999.9;"7.87";"8.52";"F8+G0";"-60";"2";"-57";"11";"+18 3095";"NV";"155901.82+181933.1";7.87;8.52
"15595-7107";"BSO  21";"AC";1835;2007;17;314;320;35;37.7;"7.92";"8.65";"G5";"-13";"-41";"-11";"-6";"-70 2142";"";"155932.42-710645.3";7.92;8.65
"15599+6914";"ARY  12";"";1893;2015;11;248;248;121.9;124.2;"8.90";"8.95";"K2";"4";"9";"6";"-6";"+69  832";"";"155952.85+691330.9";8.9;8.95
"16037-6030";"RSS  29";"";1900;2016;14;181;179;53;53;"7.13";"8.11";"B3IV";"-4";"-3";"-3";"-4";"-60 6348";"N";"160344.47-602954.5";7.13;8.11
"16044-1127";"STF1999";"AD";1834;2006;27;349;351;280;278.5;"7.52";"4.36";"G8+F6IV";"-69";"-21";"-72";"-35";"";"NV";"160425.96-112657.6";7.52;4.36
"16048+7016";"STTA143";"AB";1875;2011;28;84;83;46.9;46.6;"6.87";"8.78";"A0";"6";"26";"5";"26";"+70  863";"N";"160448.95+701542.0";6.87;8.78
"16054-1948";"PWL9001";"AD";1860;2000;4;31;30;520.4;519.2;"2.62";"7.5";"B0.5V+B9V";"-7";"-25";"-8";"-27";"-19 4309";"N";"160526.23-194819.4";2.62;7.5
"16057-0617";"SHY 696";"AE";1991;2014;5;271;271;259.4;260;"6.46";"7.90";"F2IV+F5";"50";"6";"54";"6";"";"NV";"160544.53-061728.1";6.46;7.9
"16060+1319";"STF2007";"AB";1823;2016;88;329;324;31.9;39;"6.89";"7.98";"G8III";"19";"-19";"-15";"-1";"+13 3064";"NL";"160602.82+131915.5";6.89;7.98
"16086-3906";"DUN 199";"AC";1835;2016;25;185;184;45;44.3;"6.62";"7.13";"A7IVe";"-6";"-22";"-9";"-23";"";"NZ";"160834.56-390534.2";6.62;7.13
"16120-1928";"H 5   6";"AC";1777;2016;83;335;338;42;41.6;"4.35";"6.60";"B2IV";"-10";"-25";"-21";"-35";"-19 4332";"N";"161159.74-192738.3";4.35;6.6
"16201-2003";"SHJ 225";"";1879;2013;32;333;333;47.1;46.5;"7.39";"8.08";"B9";"-12";"-24";"-11";"-25";"-19 4359";"NZ";"162005.49-200323.0";7.39;8.08
"16203-7842";"BSO  22";"AB";1752;2010;26;7;10;106;103;"4.90";"5.41";"M4III+K3";"-9";"-36";"-2";"-32";"-78 1092";"NZ";"162020.84-784144.4";4.9;5.41
"16215-5306";"RSS  30";"";1892;2010;14;238;238;46.1;46.4;"8.31";"8.42";"B8/B9III";"-4";"-12";"-2";"-12";"-52 9630";"N";"162127.12-530603.0";8.31;8.42
"16221+0102";"LUH  11";"";2000;2016;4;133;132;42.9;43;"4.09";"7.82";"F0V+M2V";"-158";"50";"-155";"55";"+01 3215";"NV K";"162204.34+010144.5";4.09;7.82
"16224+3348";"STFA 29";"AB";1835;2011;37;166;164;371.8;354.7;"5.39";"5.58";"M2IIIab";"5";"-38";"-5";"51";"+34 2773";"N";"162221.42+334756.9";5.39;5.58
"16225-0415";"BU 1453";"AB";1855;2011;22;23;22;92.4;119.8;"7.41";"8.53";"G0";"-80";"-176";"-5";"-16";"-03 3929";"NL";"162232.71-041457.2";7.41;8.53
"16240+6131";"STT 312";"AB,C";1866;2003;6;245;240;565;565.8;"2.80";"8.10";"G8-IIIab";"-17";"57";"5";"-9";"";"N";"162359.51+613050.7";2.8;8.1
"16256-2327";"H 2  19";"AC";1846;2000;15;1;0;152;149.2;"5.07";"7.29";"B5V";"-14";"-27";"-8";"-27";"-2312862";"NZ";"162535.03-232647.0";5.07;7.29
"16256-2327";"H 2  19";"AD";1846;2000;16;254;252;161;156.4;"5.07";"6.81";"B2IV";"-14";"-27";"-9";"-21";"-2312860";"NZ";"162535.03-232647.0";5.07;6.81
"16278-0822";"TOK 603";"AC";1980;2000;4;202;202;775.6;776.2;"4.65";"8.85";"A3m";"-67";"-13";"-84";"11";"";"N";"162748.23-082218.1";4.65;8.85
"16310+2359";"SHY 704";"";1991;1998;3;106;106;999.9;999.9;"8.62";"8.89";"F8+F8";"-32";"33";"-30";"32";"+24 3019";"NV";"163059.03+235908.4";8.62;8.89
"16315+0818";"SHJ 233";"";1797;2013;35;68;71;63.2;58.9;"7.07";"8.28";"G5";"37";"71";"42";"73";"+08 3215";"NZ V";"163130.62+081738.8";7.07;8.28
"16354+1703";"WEB   6";"";1899;2015;29;0;0;156.4;155.5;"6.41";"7.26";"A2V";"-10";"-1";"-10";"-1";"+17 3053";"NZ";"163526.29+170326.4";6.41;7.26
"16362+5255";"STFA 30";"AC";1823;2016;83;196;193;90.3;89.3;"5.38";"5.50";"B9V";"-12";"27";"-14";"28";"+53 1875";"NZ";"163613.72+525527.8";5.38;5.5
"16362+5255";"STFA 30";"BC";1832;2015;46;197;197;89.9;91.5;"6.42";"5.50";"A1Vnn";"-16";"32";"-11";"28";"";"N";"163614.05+525527.0";6.42;5.5
"16366+6948";"BU  953";"AB,D";1842;2015;14;48;46;145.9;148;"8.04";"8.03";"F2V";"-33";"36";"-32";"38";"+70  888";"NV";"163639.05+694734.7";8.04;8.03
"16386+3820";"STF2080";"AD";1875;2007;13;81;80;399.1;398;"8.96";"7.43";"K0";"5";"0";"-8";"-4";"+38 2811";"N";"163835.62+381935.2";8.96;7.43
"16406+0413";"STFA 31";"AB";1777;2015;83;228;229;69;69.6;"5.76";"6.92";"A1V+A3IV";"2";"-12";"1";"-10";"";"NZ V";"164038.69+041311.3";5.76;6.92
"16435+2043";"STTA149";"";1875;2011;27;136;135;100.1;97.7;"7.24";"8.38";"G2V";"22";"-31";"6";"-11";"+20 3323";"NY";"164330.10+204258.0";7.24;8.38
"16439-4107";"CPO  70";"AB";1855;2013;17;259;257;92.5;97.3;"6.11";"6.22";"B6-7V";"-11";"-20";"-32";"-26";"-4010653";"N";"164354.09-410647.9";6.11;6.22
"16457+3000";"STF2098";"AC";1825;2015;34;140;128;64.3;65.9;"8.77";"8.81";"F2V";"-33";"-39";"20";"-1";"+30 2872";"NU Z";"164543.47+300017.2";8.77;8.81
"16469+0215";"ENG  58";"AB";1887;2012;22;220;218;150.5;148.8;"6.75";"8.83";"F0";"-47";"30";"-13";"13";"+02 3174";"Y";"164653.02+021432.6";6.75;8.83
"16475-4819";"DUN 211";"AB";1904;1999;14;124;125;105.7;106.4;"7.40";"8.14";"M0III";"7";"-10";"-8";"-38";"-4811169";"N";"164728.13-481910.1";7.4;8.14
"16475-4819";"DAW 212";"AC";1904;1999;14;144;144;129.3;130.4;"7.40";"8.21";"M0III";"7";"-10";"10";"-26";"";"N";"164728.13-481910.1";7.4;8.21
"16475-4819";"DUN 211";"BC";1834;2013;16;197;193;30;45.2;"8.14";"8.21";"F2/3IV/V";"-8";"-38";"10";"-26";"-4811172";"N";"164736.85-482011.3";8.14;8.21
"16487-5526";"DUN 210";"AB";1892;2000;13;353;351;73.2;75.8;"8.33";"8.66";"K";"-8";"-22";"-7";"-12";"-55 7694";"N";"164842.81-552601.6";8.33;8.66
"16489+5930";"STT 316";"";1843;2015;25;351;348;48.3;47.1;"7.79";"8.93";"G5";"-5";"9";"-4";"11";"+59 1763";"NY";"164852.51+593012.1";7.79;8.93
"16519-3803";"SKF2608";"AD";1752;1999;11;71;72;333;346.8;"2.97";"3.51";"B1IV+B2IV";"-11";"-22";"-11";"-23";"";"NV";"165152.24-380250.4";2.97;3.51
"16540-4148";"JC   23";"AF";1847;1999;13;21;20;56.6;56.5;"5.65";"6.56";"B0.5Ia";"-2";"-3";"-2";"-9";"";"N";"165401.84-414823.0";5.65;6.56
"16540-4655";"HJ 4890";"";1834;2016;25;328;320;27.5;30.4;"7.92";"8.14";"B3/4III:";"0";"1";"-15";"-15";"-4611090";"NL";"165357.68-465501.2";7.92;8.14
"16542-4151";"WFC 183";"AB";1901;1999;8;37;36;30.6;30.5;"6.39";"7.74";"O9.5Ib";"0";"-1";"-1";"-2";"";"N";"165411.64-415057.3";6.39;7.74
"16564+6502";"D    30";"AC";1877;2003;6;333;337;388.9;374.7;"7.07";"4.94";"F1-3V";"-34";"33";"238";"51";"";"N";"165625.32+650220.6";7.07;4.94
"16579+4722";"STFA 32";"AC";1823;2015;32;276;261;115.1;112.4;"7.93";"8.05";"K0V";"-147";"272";"-143";"245";"+47 2411";"NOWZ";"165753.18+472200.0";7.93;8.05
"16595+0942";"STTA150";"AB,C";1874;2014;19;165;164;77;75.7;"8.25";"8.74";"F0";"-2";"12";"0";"10";"";"N";"165929.54+094212.3";8.25;8.74
"17011-0413";"ARN  16";"AC";1893;2014;15;88;85;217.1;220.9;"4.99";"8.75";"K4III";"-40";"-77";"-11";"5";"";"N";"170103.60-041321.5";4.99;8.75
"17037+1336";"STFA 33";"AB";1835;2014;33;115;117;292.4;304.9;"5.91";"6.17";"A1V+K1III";"-22";"-34";"23";"-131";"+13 3292";"L";"170339.31+133619.5";5.91;6.17
"17037+1336";"ARN  15";"AC";1896;2012;8;13;11;236.5;231.1;"5.91";"8.5";"A1V";"-21";"-35";"";"";"";"";"170339.31+133619.5";5.91;8.5
"17099-8219";"HJ 4884";"";1835;2010;17;8;5;30;34.9;"7.15";"8.88";"B6IV";"-1";"-18";"5";"-16";"-82  700";"N";"170951.65-821907.1";7.15;8.88
"17102+5430";"SHY  89";"AC";1991;1999;3;10;10;999.9;999.9;"8.99";"8.67";"K0+K4V";"83";"-112";"91";"-37";"";"NV";"171010.51+542939.8";8.99;8.67
"17111+2414";"SHY 713";"";1991;2010;5;74;74;195.4;195.6;"6.22";"6.98";"A8V+F2V";"-12";"31";"-11";"30";"+24 3140";"NVW";"171103.17+241415.4";6.22;6.98
"17131+5408";"STF2146";"AC";1901;2016;25;231;235;88.8;89.3;"6.95";"8.87";"A9III";"1";"66";"-20";"105";"+54 1868";"";"171306.26+540820.9";6.95;8.87
"17133-6712";"DUN 214";"AB";1835;2016;18;328;16;28.6;39.1;"5.99";"8.78";"K0-1III";"-157";"-90";"-8";"-11";"-67 3296";"NL";"171317.88-671147.7";5.99;8.78
"17153-2636";"SHJ 243";"AC";1913;2000;7;74;74;731.4;731.6;"5.12";"6.46";"K5Ve";"-51";"-115";"-48";"-112";"-2612036";"NV P";"171520.78-263606.1";5.12;6.46
"17153-2636";"SHJ 243";"AD";1822;2000;12;290;338;180.7;276.9;"5.12";"7.80";"K5Ve";"-51";"-115";"0";"3";"-2612025";"NL P";"171520.78-263606.1";5.12;7.8
"17153-2636";"SHJ 243";"BD";1825;1991;6;287;337;193.7;272.3;"5.12";"7.80";"K1V";"-47";"-114";"0";"3";"";"NL P";"171520.98-263610.2";5.12;7.8
"17166+0325";"SHY 715";"AC";1991;2000;3;61;61;999.9;999.9;"8.32";"8.71";"F8+G0";"-60";"21";"-56";"22";"";"NV";"171636.95+032430.4";8.32;8.71
"17204-1138";"ARY 110";"";1907;2013;7;242;238;76.5;76.3;"8.06";"8.71";"A2+G0";"-5";"2";"21";"-52";"-11 4349";"U";"172025.52-113659.1";8.06;8.71
"17246+3913";"S   689";"AB";1825;2015;22;198;198;89.6;91.2;"7.48";"8.44";"K5";"-19";"20";"-12";"16";"+39 3125";"NY";"172438.83+391234.2";7.48;8.44
"17246+3215";"H N   5";"AD";1893;2015;14;16;15;147.7;152.3;"8.65";"8.98";"K5";"-8";"-22";"-4";"19";"+32 2910";"";"172435.84+321458.9";8.65;8.98
"17264-4837";"SHY 297";"AB";1903;2010;7;314;314;126.9;126.8;"7.09";"8.92";"F6/7V+K1V";"46";"-19";"37";"-15";"-4811697";"NV";"172622.42-483653.5";7.09;8.92
"17269-4551";"DUN 216";"AC";1836;2016;17;314;312;104;102.5;"5.63";"7.12";"A0V";"-6";"-28";"-5";"-30";"-4511527";"";"172651.98-455034.7";5.63;7.12
"17284+2950";"ARY  13";"";1902;2012;14;91;89;99.4;102.7;"8.57";"8.91";"A0";"-3";"6";"35";"30";"+29 3025";"";"172823.13+295016.5";8.57;8.91
"17297+6351";"LDS5227";"";1895;2010;17;289;288;193.3;193.5;"7.67";"8.40";"G0";"2";"-182";"2";"-181";"+63 1357";"NVW";"172944.45+635109.5";7.67;8.4
"17317-4102";"ARY 114";"AC";1904;2016;10;251;251;64.6;64.9;"7.81";"8.5";"B7/8IV:";"-3";"-16";"3";"-12";"";"";"173142.63-410222.6";7.81;8.5
"17322+5511";"STFA 35";"";1690;2016;186;314;310;71.4;62.5;"4.87";"4.90";"A4m+A6V";"143";"62";"147";"54";"+55 1945";"NV";"173215.88+551022.1";4.87;4.9
"17328+4753";"STF2189";"AC";1901;2009;18;0;359;65;65.7;"7.83";"8.94";"A2V";"1";"19";"4";"24";"+48 2533";"";"173249.72+475319.2";7.83;8.94
"17339+0806";"SHY 726";"";1991;2013;6;12;12;229.3;228;"7.92";"8.59";"G0+G";"-18";"-61";"-15";"-61";"+08 3446";"NV";"173352.81+080613.5";7.92;8.59
"17346+0935";"STFA 34";"AB";1800;2016;90;196;190;42.6;41.4;"5.80";"7.50";"A2V";"6";"-10";"2";"-8";"+09 3424";"N";"173436.69+093512.2";5.8;7.5
"17348+0601";"STF2185";"AC";1864;2015;53;190;254;97.1;92.8;"7.46";"8.43";"F8";"12";"-69";"-459";"377";"+06 3455";"NL U";"173448.53+060125.8";7.46;8.43
"17391+0202";"SHJ 251";"AB";1840;2013;27;328;328;111.4;110.8;"6.37";"7.78";"K0III";"46";"-23";"45";"-24";"+02 3373";"NZ";"173908.48+020141.2";6.37;7.78
"17407+3117";"STTA157";"AB";1874;2015;31;111;106;112.9;118.3;"6.43";"7.92";"K0III";"-59";"-75";"-10";"-16";"+31 3076";"NZ";"174041.23+311715.6";6.43;7.92
"17419+7209";"STF2241";"AB";1800;2016;176;14;16;32;30.1;"4.60";"5.59";"F5IV+F8V";"27";"-270";"29";"-277";"+72  804";"NO Z";"174156.36+720855.8";4.6;5.59
"17521+0107";"S   694";"";1825;2011;31;237;238;81.8;79.9;"6.67";"7.26";"dK0+A0";"-9";"-11";"3";"6";"+01 3526";"N";"175205.20+010640.3";6.67;7.26
"17538-3447";"WFC 201";"AB";1911;2000;9;209;209;34.5;34.7;"6.27";"6.98";"B9V";"2";"-5";"4";"-5";"";"";"175345.50-344709.7";6.27;6.98
"17554+5558";"HJL1097";"";1905;2010;12;50;49;351.7;351.6;"6.12";"8.93";"F0IV";"36";"124";"35";"123";"";"W";"175523.65+555817.0";6.12;8.93
"17563+6237";"STTA163";"AB";1875;2014;36;37;53;59.4;54.2;"7.77";"7.59";"K0";"-53";"99";"11";"-14";"+62 1586";"NL U";"175620.17+623635.4";7.77;7.59
"17589-3652";"DUN 219";"AB";1836;2016;21;265;253;47.1;54.2;"5.84";"7.75";"G8III";"11";"14";"-14";"-47";"-3612060";"NL";"175855.69-365130.2";5.84;7.75
"18002+8000";"STF2308";"AC";1782;2004;13;120;129;196.6;224.8;"5.70";"8.34";"F7";"47";"124";"2";"4";"";"NU";"180009.07+800013.7";5.7;8.34
"18006+0256";"H 6   2";"AC";1823;2014;44;143;142;55.2;54.3;"3.96";"8.06";"B5Ib";"1";"-9";"1";"-8";"+02 3459";"N";"180038.72+025553.7";3.96;8.06
"18015+0331";"BU 1202";"AB,E";1890;2011;22;138;138;90.2;90.4;"8.43";"7.95";"A0";"2";"-11";"1";"-9";"+03 3565";"Z";"180132.36+033127.4";8.43;7.95
"18022+2058";"BUP 178";"AC";1894;2013;16;155;154;145.4;146;"8.27";"8.83";"A0";"2";"9";"-18";"-2";"+20 3647";"";"180210.03+205821.6";8.27;8.83
"18026-2415";"ARG  31";"AC";1879;2013;18;25;26;36.5;35.3;"7.40";"8.63";"B3";"-2";"-4";"1";"-3";"-2413785";"";"180238.62-241519.3";7.4;8.63
"18029+5626";"STF2278";"AB";1830;2010;84;22;29;38.8;36;"7.78";"8.14";"A9V";"-21";"39";"4";"13";"+56 2061";"N";"180252.88+562540.3";7.78;8.14
"18029+5626";"STF2278";"AC";1828;2010;35;22;38;38.6;33.6;"7.78";"8.53";"A9V";"-21";"39";"1";"12";"";"NL";"180252.88+562540.3";7.78;8.53
"18058+2127";"STT 341";"AB,G";1894;2013;19;238;238;138.7;133.1;"7.20";"7.64";"G0V";"-22";"-41";"-1";"1";"+21 3301";"NU";"180549.72+212645.6";7.2;7.64
"18060+0434";"STTA165";"AB";1874;2016;31;142;141;66;66.8;"8.51";"8.52";"K0III";"-5";"-6";"3";"-9";"+04 3593";"N";"180601.18+043458.0";8.51;8.52
"18073+1557";"LDS1005";"AB";1896;2015;15;19;16;134.5;153.4;"6.82";"8.70";"K0III+K2";"-7";"-142";"-6";"16";"+15 3362";"";"180721.18+155459.3";6.82;8.7
"18073+1557";"TOB 271";"AC";1896;2015;16;344;340;115.3;112.7;"6.82";"8.31";"K0III+G6";"-7";"-142";"-63";"-189";"+15 3367";"";"180721.18+155459.3";6.82;8.31
"18073+1557";"TOB 271";"BC";1898;2014;3;257;243;76.6;91.4;"8.70";"8.31";"";"-6";"16";"-63";"-189";"";"";"180724.17+155724.2";8.7;8.31
"18074-4644";"SHY 737";"";1991;1999;3;294;294;999.9;999.9;"7.72";"8.59";"G5V+F6V";"-34";"-106";"-44";"-102";"-4612117";"NV";"180726.20-465355.7";7.72;8.59
"18080+0337";"ARY   2";"AB";1910;2009;12;359;359;92.9;92.3;"8.72";"8.90";"A";"2";"-2";"1";"-4";"+03 3598";"";"180757.78+033715.9";8.72;8.9
"18130+2815";"H 5  93";"";1782;2010;27;136;136;47.8;55.1;"8.16";"8.28";"F8";"-4";"112";"-4";"111";"+28 2955";"NZWV";"181259.40+281527.4";8.16;8.28
"18143-4309";"SHY 740";"";1991;1999;4;345;345;999.9;999.9;"7.81";"8.08";"F2V+F2/3";"-2";"-52";"-5";"-49";"-4312374";"NV";"181419.50-430915.4";7.81;8.08
"18176-3406";"HJ 5036";"AC";1890;1999;12;41;41;94.1;93.8;"6.03";"8.70";"B9V";"-5";"-10";"0";"-13";"-3412675";"N";"181736.25-340626.0";6.03;8.7
"18222-5534";"DUN 220";"";1834;2016;24;179;177;30;31.2;"8.07";"8.45";"F8/G0";"77";"3";"80";"4";"-55 8629";"NZW";"182209.91-553351.1";8.07;8.45
"18239+5848";"STF2323";"AC";1823;2015;63;22;19;90.2;89.4;"5.06";"7.95";"A1V";"-38";"62";"-41";"61";"+58 1810";"NV";"182354.65+584802.1";5.06;7.95
"18239+5848";"STF2323";"BC";1836;2015;35;22;19;86;88.5;"8.07";"7.95";"F5V";"-38";"62";"-41";"61";"";"N";"182354.53+584806.5";8.07;7.95
"18244-2932";"RSS  31";"";1896;1999;11;195;174;54.9;45.6;"8.13";"8.68";"K3/K4III";"185";"-132";"0";"-207";"-2914901";"NL U";"182426.56-293154.8";8.13;8.68
"18262+0847";"LDS1012";"AB";1936;2010;7;174;163;610;608.5;"7.91";"8.37";"G7V";"-199";"-468";"-188";"-469";"+08 3689";"NV";"182610.09+084639.2";7.91;8.37
"18267+2627";"GUI  21";"AD";1897;2013;19;286;285;163;162.7;"6.48";"7.09";"B3V";"1";"-6";"0";"-4";"";"N";"182640.93+262657.2";6.48;7.09
"18281-2645";"ARY 126";"AC";1912;2016;8;139;135;55.9;54.4;"6.3";"8.7";"A3V+B9V";"-9";"-36";"2";"-3";"-2613195";"";"182806.17-264525.8";6.3;8.7
"18286+0451";"STTA168";"AB";1875;2016;26;165;162;48.1;47.2;"7.68";"8.80";"A0";"-7";"-8";"5";"2";"+04 3758";"N";"182833.52+045055.2";7.68;8.8
"18290-2635";"WNO   6";"";1890;2016;19;183;182;41.8;41.8;"6.67";"7.99";"A3III";"-5";"-7";"-3";"-6";"-2613206";"NZ";"182857.36-263455.5";6.67;7.99
"18299-5731";"SKF 973";"AD";1893;1999;6;272;273;137.8;137.4;"5.85";"8.89";"K0III+F5V";"56";"-24";"51";"-15";"";"V";"182956.68-573123.1";5.85;8.89
"18307+0431";"STTA170";"";1875;2010;22;6;5;101.7;100.1;"6.97";"8.75";"A2";"-11";"-6";"-17";"-15";"+04 3774";"N";"183041.17+043039.0";6.97;8.75
"18319-1908";"BU  966";"AE";1890;2012;12;282;281;145.2;143.2;"6.87";"8.84";"G1.5Ib";"-3";"-7";"-4";"-10";"-19 5044";"N";"183153.33-190730.2";6.87;8.84
"18319-1908";"BU  966";"AG";1893;2012;15;254;254;430.7;429.6;"6.87";"8.00";"G1.5Ib";"-3";"-7";"-2";"-3";"";"N";"183153.33-190730.2";6.87;8
"18319-1908";"BU  966";"AI";1890;2012;11;195;194;163.6;164.9;"6.87";"8.99";"G1.5Ib";"-3";"-7";"0";"-16";"";"N";"183153.33-190730.2";6.87;8.99
"18319-1908";"BU  966";"SE";1890;2012;9;142;142;131.3;161.3;"8.14";"8.84";"B9";"-6";"-4";"-4";"-10";"-19 5042";"N";"183137.55-190518.9";8.14;8.84
"18329+3850";"STTA171";"AB";1829;2014;37;316;328;139.3;149.9;"7.02";"8.12";"F8+G5";"-7";"-84";"97";"72";"+38 3213";"N";"183251.48+384959.8";7.02;8.12
"18349-1442";"ARN  47";"AC";1895;2003;10;81;81;378.1;378.2;"8.14";"8.26";"A0III/IV";"3";"-8";"3";"-9";"";"N";"183455.15-144210.6";8.14;8.26
"18349-4801";"HJ 5047";"";1903;2010;10;173;171;43.1;45.1;"8.36";"8.88";"B8";"2";"-8";"9";"-28";"-4812596";"N";"183451.20-480046.9";8.36;8.88
"18359+1659";"STT 358";"AB,C";1896;2012;12;234;235;202.3;198.7;"6.74";"8.50";"G0V";"49";"-71";"30";"10";"+16 3558";"N";"183553.22+165832.5";6.74;8.5
"18375+0313";"ARY  15";"";1909;2002;12;141;142;161.6;153.6;"7.79";"8.36";"M0";"1";"6";"-2";"-7";"+03 3757";"";"183727.01+031312.4";7.79;8.36
"18399-2531";"ARG  32";"AC";1862;1999;14;285;285;68.7;53.3;"8.60";"8.84";"A0";"0";"-12";"2";"-5";"-2513318";"Z";"183952.28-253016.5";8.6;8.84
